ID	DE
1558	Änderungsantrag
1874	Andorra
8457	Anerkennung als Staat  [V4.3]
6099	Anerkennung der beruflichen Befähigungsnachweise
2932	Anerkennung der Zeugnisse
2940	Anfechtungsklage
5714	angeborene Krankheit
2128	Angebot und Nachfrage
4219	Angebotseinreichung
2648	Angebotspreis
3212	angegliederter Handel
5786	Angehörige der Streitkräfte
2872	angelandete Fangmenge
1068	angelegter Wald
2209	angelernter Arbeiter
732	Angestellter
734	Angestellter der öffentlichen Versorgungsbetriebe
2916	angewandte Forschung
3026	angewandte Informatik
3949	angewandte Wissenschaften
3648	Angleichung der Normen
5155	Angleichung der Preise
2897	Angleichung der Rechtsvorschriften
5162	Anglikanismus
1876	Angola
5428	Angriff auf Leib und Leben
3402	Anguilla
157	Anhörung der Arbeitnehmer
1878	Anhydrid
4882	Anklage
3194	Ankurbelung der Wirtschaft
3831	Anlage der Eisen- und Stahlindustrie
265	Anlagekosten
736	Anleihe
355	Anmeldung einer Kandidatur
2898	Annäherung der Politiken
127	Annahme des Gesetzes
144	Annahme des Haushaltsplans
5045	anorganische Säure
51	anorganische Verbindung
2740	anorganisches chemisches Erzeugnis
5419	Anpassung der Finanziellen Vorausschau
3458	Anpassung der Waffensysteme
6348	Anpassungsfähigkeit der Arbeitskraft
2410	Anpflanzung
5178	Anrechnung der Schul- und Studienzeit
5911	Anregungsmittel
5143	Anschlusszone
1307	Ansiedlung neuer Aktivitäten
516	Anspruch auf rechtliches Gehör
1983	Antarktis
1997	Antibiotikum
1591	Antidumpinggesetzgebung
5332	Antidumpingmaßnahme
519	Antidumpingzoll
7373	Anti-Globalisierungsbewegung
3401	Antigua und Barbuda
2390	Antikrisenplan
3834	Antimon
6377	Anti-Personen-Waffe
2000	Antirassismusbewegung
2051	Antisemitismus
2696	Antisubventionsverfahren
1592	Antitrustgesetzgebung
2256	Anwendung der Sonnenenergie
2247	Anwendung des Gemeinschaftsrechts
2236	Anwendung des Gesetzes
2070	ANZUS
2079	ANZUS-Staaten
4640	Aostatal
2086	Apartheid
6205	APEC-Staaten
2104	Aperitif
5990	Apfelwein
7355	Apotheke
3596	Apotheker
2570	Apulien
2320	Aquakultur
5741	aquatische Umwelt
4792	Äquatorgebiet
1218	Äquatorialguinea
2328	Aquitanien
4121	arabisch-afrikanische Zusammenarbeit
1657	Arabische Liga
2171	arabische Organisation
1793	Arabischer Gemeinsamer Markt
8517	Arad  [V4.3]
2354	Aragonien
4543	Arbeit
3529	Arbeit von Jugendlichen
6745	arbeitende Arme
2207	Arbeiter
2009	Arbeiterbewegung
1478	Arbeiterinternationale
2262	Arbeiterpartei
6000	Arbeiterschaft
735	Arbeitgeber
2279	Arbeitgeberverband
3854	Arbeitnehmer
4557	Arbeitnehmer aus der Gemeinschaft
3540	Arbeitnehmer im Auslandsdienst
3321	Arbeitsaufteilung
82	Arbeitsbedingungen
3273	Arbeitsentgelt
2330	Arbeitserlaubnis
5139	Arbeitsgerichtsbarkeit
6022	Arbeitsgesetzbuch
98	Arbeitskampf
1737	Arbeitskräfte
4851	Arbeitskräftebedarf
6150	Arbeitsleben
3332	Arbeitslosenversicherung
5986	Arbeitsloser
5974	Arbeitslosigkeit
6344	Arbeitslosigkeit von Wanderarbeitnehmern
1802	Arbeitsmarkt
3537	Arbeitsmarktstatistik
1853	Arbeitsmedizin
2082	Arbeitsnorm
2184	Arbeitsorganisation
2375	Arbeitsphysiologie
2728	Arbeitsproduktivität
2857	Arbeitspsychologie
557	Arbeitsrecht
4039	Arbeitssicherheit
6395	Arbeitssoziologie
1653	Arbeitsstätte
896	Arbeitsstudie
3550	Arbeitstempo
1926	Arbeitsumgebung
1334	Arbeitsunfähigkeit
825	Arbeitsunfall
3249	Arbeitsunfallversicherung
4113	Arbeitsvermittlungsstelle
3417	Arbeitsverpflichtung
166	Arbeitsvertrag
5640	Arbeitsweise der Organe
592	Arbeitszeit
1503	Arbeitszeitgestaltung
1257	Arbeitszeitregelung
2953	Arbeitszeitverkürzung
2371	Arbitrage
2453	Archäologie
5444	Archipel
4100	architektonisches Erbe
2492	Archiv
2525	Argentinien
8521	Arges  [V4.3]
2503	Arktis
2628	Armee
1776	Ärmelkanal
5445	Armenien
3499	Armenien-Frage
2281	Armut
4714	aromatisierter Wein
6292	Art der Erzeugung
2820	Aruba
1084	Arzneikosten
1594	Arzneimittelrecht
5916	Arzneimittelüberwachung
2950	Arzneipflanze
3594	Arzt
6566	ärztlicher Behandlungsfehler
1643	Asbest
1838	ASEAN
1847	ASEAN-Staaten
5454	Aserbaidschan
6336	Asiatische Entwicklungsbank
2172	asiatische Organisation
2094	Asiatische Organisation für Produktivität
6131	Asiatisch-Pazifische Wirtschaftszusammenarbeit
120	Asiatisch-Pazifischer Rat
2838	Asien
8407	Assistent  [V4.3]
7415	Assoziation karibischer Staaten
4048	Assoziationsabkommen EG
116	Assoziationsrat EG
2285	assoziiertes Land
1663	Assoziierungsabkommen
3790	Astronomie
237	AStV
5597	Asylrecht
8441	asymetrischer Krieg  [V4.3]
3904	Atheismus
6788	ätherisches Öl
891	Äthiopien
5443	Atlantischer Bogen
2110	Atlantischer Ozean
3930	Atlas
3967	Atmosphäre
89	atmosphärische Verhältnisse
5299	Atom
1412	Atomindustrie
1215	Atomkrieg
572	Atomrecht
5401	ATP-Abkommen
7889	Attika
5940	atypische Beschäftigung
3855	Audio- und Videogerät
5185	audiovisuelle Koproduktion
5192	audiovisuelle Piraterie
5187	audiovisuelle Produktion
487	audiovisuelles Dokument
5186	audiovisuelles Programm
3653	Aufbesserung der Löhne
4004	Aufenthaltsrecht
5016	Aufforstung
3183	Aufgliederung des Zolltarifs
6621	Aufhebung
410	Aufhebung wirtschaftlicher Reglementierungen
471	Auflösung des Parlaments
5062	Aufnahme in den Haushaltsplan
2125	Aufnahmegerät
5856	Aufschlüsselung der Gemeinschaftsfinanzierung
5620	Aufstellung des EG-Haushaltsplans
875	Aufstellung des Haushaltsplans
3557	Aufwandsentschädigung und Spesen
2960	Aufwertung
5447	Aufzug
8447	Augenkrankheit  [V4.3]
5606	Ausarbeitung des Gemeinschaftsrechts
1073	Ausbildung am Arbeitsplatz
4611	Ausbildungs- und Forschungsinstitut der Vereinten Nationen
1380	Ausbildungsbeihilfe
590	Ausbildungsdauer
5231	ausdauerndes Gemüse
5649	Außengrenze der Europäischen Union
9	Außenhandel
1803	Außenmarkt
2500	Außenpolitik
5702	außereuropäische Sprache
618	außergemeinschaftlicher Handel
3264	außergewöhnliche Abgabe
5054	außerordentlicher Haushaltsplan
7376	außerparlamentarische Partei
676	außerschulische Bildung
4119	Ausfertigung des Gesetzes
946	Ausfuhr
5336	Ausfuhr von Abfällen
4399	Ausfuhrabgabe
745	Ausfuhrbeihilfe
3577	Ausfuhrbeschränkung
2912	Ausfuhrerlös
287	Ausfuhrkredit
1642	Ausfuhrlizenz
2487	Ausfuhrpolitik
2634	Ausfuhrpreis
4310	Ausfuhrsubvention
929	Ausführung des Haushaltsplans
2577	Ausführungsbefugnis
3187	Ausfuhrversicherung
5843	Ausfuhrzollverfahren
392	Ausgabe
398	Ausgabe außerhalb des Haushaltsplans
393	Ausgabe für Ernährung
759	ausgesetztes Kind
4402	Ausgleichsabgabe
1006	Ausgleichsfinanzierung
4290	Ausgleichsvorrat
5749	Aushandlung eines EG-Abkommens
5422	Aushang
6913	Auslagerung
675	Ausländerbildung
552	Ausländerrecht
1492	ausländische Investition
4003	ausländischer Staatsangehöriger
898	ausländischer Student
3340	ausländischer Tourismus
819	ausländisches Unternehmen
737	Auslandshilfe
1489	Auslandsinvestition
5240	Auslandskapital
423	Auslandsschuld
627	Auslandsschule
5214	Auslandstarif
380	Auslandsvertretung
1484	Auslegung des Rechts
953	Auslieferung
2651	Auslösungspreis
885	Ausnahmezustand
2194	Ausrichtung der Landwirtschaft
3197	Ausrüstungsgut
264	Ausrüstungskosten
4791	ausschließliche Wirtschaftszone
6372	Ausschluss aus einer internationalen Organisation
927	Ausschluss von der EG-Behandlung
2218	Ausschreibung
5508	Ausschuss der Regionen
6053	Ausschuss des Rates der Europäischen Union
6049	Ausschuss EG
19	Ausschuss EP
304	Ausschuss für wissenschaftliche und technische Forschung
5511	Ausschussangelegenheiten
2895	Ausschussbericht
4348	Aussetzung der Hilfe
4350	Aussetzung der Zollsätze
1689	Aussperrung
5176	Austausch im Bildungswesen
617	Austausch von Veröffentlichungen
4160	Australien
4090	Auswahlverfahren
724	Auswanderung
488	Ausweis
950	Ausweisung
6900	Ausweisung aus einer Wohnung
3139	Auswirkung auf die Umwelt
5333	Auswirkung der Informatik
2276	Auszubildender
4345	Autobahn
7359	Autobusbahnhof
5200	automatische Übersetzung
3248	automatisierte Bankdienstleistung
781	automatisierter Unterricht
3336	automatisiertes Spiel
4253	Automatisierung
4261	Automobil
5930	autonome Gebiete Palästinas
3390	autonome Gemeinschaft Madrid
3391	autonome Gemeinschaft Valencia
5119	autonome Körperschaft
5246	autonome Provinz Bozen
5247	autonome Provinz Trient
4272	Autonomie
1999	Autonomiebewegung
6887	autonomistische Partei
3002	autoritäres Regime
4364	Auvergne
5076	Azoren
8506	Bacau  [V4.3]
5031	Bäckerei
600	Badegewässer
4560	Baden-Württemberg
509	Baggern
4567	Bahamas
7358	Bahnhof
4572	Bahrain
3386	Balearische Inseln
4679	Bali
3425	ballistische Rakete
5774	baltische Staaten
4721	Band
1816	Bandbreite
4732	Bangladesch
4738	Bank
5044	Bank für internationalen Zahlungsausgleich
408	Bankeinlage
3251	Bankenaufsicht
3252	Bankgebühr
3994	Bankgeheimnis
2149	Bankgeschäft
2447	Bankpolitik
521	Bankrecht
4356	Banksystem
4811	banque foncière
8445	Bär  [V4.3]
4816	Barbados
1669	Barren
4823	Basilicata
2289	Baskenland
4824	Basse-Normandie
1798	Bauauftrag
2980	Bäuerin
2010	Bauernbewegung
6001	Bauerntum
4442	Baugelände
2327	Baugenehmigung
5014	Bauholz
3879	Bauindustrie
1145	Bauingenieurwesen
271	Baukosten
2471	Baukunst
2404	Baum
1830	Baumaschinen
252	Baumwolle
2396	Baumzucht
3134	Bauordnung
3881	Bauplatte
2475	Baupolitik
1826	Baustoffe
6916	Bautechnik
2806	Bauträger
3755	Bauxit
4835	Bayern
5586	Beamtenpflichten
5600	Beamtenrechte
4271	Beamtenstatut
3573	Beamtenvereinigung
1047	Beamter
2391	Bebauungsplan
5251	Bediensteter EG
4114	bedingte Haftentlassung
5329	Bedingungen für den Ruhestand
3522	Beendigung des Arbeitsverhältnisses
4582	Beerenfrucht
2807	Beförderung
4505	Beförderung auf dem Luftweg
4522	Beförderung auf dem Seeweg
3681	Beförderung gefährlicher Güter
3092	Beförderung im Weltraum
4531	Beförderung mit öffentlichen Verkehrsmitteln
4536	Beförderung unter Zollverschluss
4510	Beförderung zu Wasser und zu Lande
1954	Beförderungsart
4464	Beförderungsausweis
3113	Beförderungsdauer
3101	Beförderungsentgelt
5152	Beförderungskapazität
1655	Beförderungslinie
2015	Beförderungsmittel
3428	Beförderungsnetz
2350	Beförderungspersonal
3108	Beförderungsquote
4379	Beförderungstarif
3120	Beförderungsvertrag
931	Befreiung von der Genehmigungspflicht
3231	Begrenzung des Kreditvolumens
2452	Begrenzungsabkommen
1258	behandeltes Lebensmittel
28	Behandlungsstoff
1404	Beherbergungsgewerbe
1231	Behinderter
4559	behinderter Arbeitnehmer
2460	Beihilfepolitik
3003	Beihilferegelung
3112	Beilegung der Streitigkeiten
1851	Beistandsmechanismus
3259	Beitrag der Mitgliedstaaten
7382	beitragslose Sozialleistung
12	Beitritt zur Europäischen Union
6706	Beitrittskriterien
6708	Beitrittsverhandlungen
4035	Beitrittsvertrag EG
3518	Bekämpfung der Arbeitslosigkeit
1707	Bekämpfung der Umweltbelastungen
2865	Bekanntgabe der Tarife
1397	Bekleidungsindustrie
5458	Belarus
2060	Belastungsgrad
5604	Belegschaftsaktien
626	Beleuchtung
4839	Belgien
4588	Belgisch-Luxemburgische Wirtschaftsunion
4841	Belize
6740	benachteiligter Stadtbezirk
3052	benachteiligtes Gebiet
2979	benachteiligtes landwirtschaftliches Gebiet
6362	Benchmarking
4844	Benelux
4845	Benelux-Staaten
5573	Benennung des Produkts
4846	Benin
5915	Benutzerunterstützung
3771	Benzin
5756	Beobachter
6264	Beobachtung
6050	Beratender Ausschuss EG
5532	Beratung und Begutachtung
2430	Bereifung
5743	Bergarbeiter
1411	Bergbau
952	bergbauliche Förderung
2767	bergbauliches Erzeugnis
3051	Berggebiet
8437	Bergwald  [V4.3]
3749	Bergwerksbetrieb
2891	Bericht
5059	Berichtigungshaushaltsplan
4847	Berlin
4269	Berlin-Status
4848	Bermuda
3612	Beruf im Bankwesen
2787	Beruf im Finanzgewerbe
5167	Beruf im Gaststättengewerbe
3590	Beruf im Versicherungswesen
5820	Beruf im Zollwesen
3585	Beruf in der Informationsbranche
3580	Beruf in der Kommunikationsbranche
1074	berufliche Bildung
2868	berufliche Eignung
3325	berufliche Mobilität
2904	berufliche Umschulung
6356	berufliche Versetzung
3532	berufliche Weiterbildung
3516	berufliche Wiedereingliederung
4276	beruflicher Status
5475	beruflicher Werdegang
2637	Berufsarmee
2195	Berufsberatung
795	berufsbildender Unterricht
5632	Berufserfahrung
3566	Berufsethos
4000	Berufsgeheimnis
2161	Berufskammer
1761	Berufskrankheit
3534	Berufspraktikum
3613	Berufssport
1993	Berufssterblichkeit
3574	Berufsverband
1473	Berufsverbot
3835	Beryllium
723	Beschäftigungsbeihilfe
3519	Beschäftigungsplanung
2468	Beschäftigungspolitik
2454	Beschäftigungspolitik der Gemeinschaft
4029	Beschäftigungssicherheit
4299	Beschäftigungsstruktur
3959	Beschlagnahme
2878	Beschlussfähigkeit
2629	Beschlussfassung
3873	beschriebenes Speichermedium
5790	Beschwerde an die Kommission
3495	besetztes Gebiet
3999	Besitz im Weltraum
5411	Besitzstand der Gemeinschaft
4179	Bestehen der Institution
4703	Bestehen des Unternehmens
1322	Besteuerung privaten Vermögens
2900	Besteuerungsgrundlage
3792	bestrahlter Brennstoff
2762	bestrahltes Lebensmittel
4085	Bestrahlung
7352	Besuchsrecht
4306	Betäubungsmittel
2264	Beteiligung
2266	Beteiligung der Arbeitnehmer
2265	Beteiligung der Frauen
4856	Beton
4209	Betreuung von Pflegebedürftigen
5982	betrieblich bedingte Arbeitslosigkeit
1155	betriebliches Rechnungswesen
268	Betriebsbereitschaftskosten
5372	Betriebseinstellung
3602	Betriebsergebnis
63	Betriebskonto
1057	Betriebsmittel
1956	Betriebsmodernisierung
3561	Betriebsordnung
8459	Betriebsprämienregelung  [V4.3]
6051	Betriebsrat
3446	Betriebsrücklage
5919	Betriebssystem
644	Betriebswirtschaft
1092	Betrug
5648	Betrug zu Lasten der Europäischen Union
6784	Bettelei
4859	BEUC
5529	Beurlaubung wegen politischer Betätigung
2576	Beurteilungsspielraum
5727	Beuteltier
2553	Bevölkerung im erwerbsfähigen Alter
52	Bevölkerungsaufbau
389	Bevölkerungsdichte
3318	Bevölkerungsentwicklung
1045	Bevölkerungsfonds der Vereinten Nationen
66	Bevölkerungskonzentration
2484	Bevölkerungspolitik
6543	Bevölkerungsprognose
4259	Bevölkerungsstatistik
4852	Bevölkerungswachstum
2647	Bewaffnung
6317	bewässerte Kulturen
2680	Bewässerung
5137	Bewegung gegen Europa
6374	Bewertung der Hilfe
6263	Bewertungsverfahren
1160	Bewirtschaftung der Ressourcen
962	Bewirtschaftungsform
106	bezahlter Urlaub
3657	Beziehung Industrie/Forschung
3221	Beziehung Kirche/Staat
2892	Beziehung Landwirtschaft/Handel
2893	Beziehung Landwirtschaft/Industrie
3237	Beziehung Legislative/Exekutive
3280	Beziehung Schule/Berufsleben
3216	Beziehung Schule/Industrie
4040	Beziehungen der Union
5853	Beziehungen Staat/Region
5852	Beziehungen Verwaltung/Bürger
6782	Beziehungen zwischen den Regionen und der Europäischen Union
3209	Beziehungen zwischen den Sozialpartnern
4862	Bhutan
4864	Bibliografie
4865	Bibliothek
2115	Bienenzucht
4883	Bier
8511	Bihor  [V4.3]
4884	Bilanz
1782	Bilanzanalyse
3196	bilaterale Beziehungen
845	bilaterale Hilfe
3462	bilaterales Abkommen
5882	Bildhauerei
5601	Bildschirm
5208	Bildschirmarbeit
6262	Bildsynthese
668	Bildung
5175	Bildungshaushalt
269	Bildungskosten
2397	Bildungsplanung
2467	Bildungspolitik
2973	Bildungsreform
104	Bildungsurlaub
2283	Billigflagge
8463	Billigfluggesellschaft  [V4.3]
603	Binnengewässer
5330	Binnengrenze EG
10	Binnenhandel
3299	Binnenmarkt EU
5210	Binnenschifffahrt
1036	Binnenschiffsflotte
4515	Binnenschiffsverkehr
4518	Binnentransport
1916	Binnenwanderung
4735	Binnenwasserstraße
4889	Biochemie
4892	Bioenergie
5169	Bioethik
4900	Biogas
4905	Biografie
3796	Bioindustrie
6385	Bioklimatologie
4890	Biokonversion
8412	Biokraftstoff  [V4.3]
4921	Biologie
4891	biologische Abbaubarkeit
3314	biologische Abstammung
568	biologische Landwirtschaft
3941	biologische Naturwissenschaften
2080	biologische Norm
5463	biologische Vielfalt
3419	biologische Waffe
3697	biologischer Werkstoff
3795	biologisches Verfahren
4930	Biomasse
7410	Biometrik
4940	Biosphäre
3797	Biotechnologie
5464	Biotop
4959	Bipolarisierung
8512	Bistrita-Nasaud  [V4.3]
3756	bituminöses Material
1604	Blattgemüse
3802	Blech
2428	Blei
3777	bleifreies Benzin
7998	Blekinge
2071	Blockfreiheit
2485	Blockpolitik
8413	Blog  [V4.3]
1031	Blumenkultur
5717	Blutkrankheit
5293	Bluttransfusion
6855	Bodenabfertigungsdienste
6381	Bodenanalyse
2596	Bodenbearbeitung
3690	Bodenbelag
3536	Bodenbestand
6386	Bodenchemie
1577	Bodendüngung
713	Bodenhaltung
3931	Bodenkunde
1947	Bodenmobilität
4630	Bodennutzung
3009	Bodenordnung
2343	Bodenpersonal
6311	Bodenpolitik
2655	Bodenpreis
2978	Bodenreform
2842	Bodenschutz
4243	Bodenspekulation
6392	Bodentypen
327	bodenunabhängige Kultur
1483	Bodenverbesserung
2534	Bodenverseuchung
1060	Bohrung
5020	Bolivien
3825	Bolzen- und Schraubenherstellung
5468	Bombenflugzeug
5022	Bonaire
6323	boreale Waldgesellschaften
5026	Borneo
2150	Börsengeschäft
248	Börsennotierung
4642	Börsenwert eines Unternehmens
5469	Bosnien und Herzegowina
5028	Botanik
8505	Botosani  [V4.3]
5432	Botschaft
4051	Botschafterausschuss AKP-EG
5029	Botsuana
6112	bovine spongiforme Enzephalopathie
1521	Brache
8528	Braila  [V4.3]
934	Brain Drain
4252	Branchenvereinbarung
1335	Brand
1706	Brandbekämpfung
5470	Brandenburg
3433	Brandwaffe
601	Branntwein
5040	Brasilien
8500	Brasov  [V4.3]
1656	Braunkohle
5039	Bremen
5013	Brennholz
6043	Brennstoff
776	Brennstoffanreicherung
2382	Brennstoffzelle
5041	Bretagne
2832	Brief-, Post- und Fernmeldegeheimnis
4760	Briefwahl
2024	Britische Antillen
8373	Britisches Territorium im Indischen Ozean  [V4.3]
8371	Britisches Territorium in der Antarktis  [V4.3]
5046	Brom
2221	Brot
5364	Brotgetreide
2226	Brotherstellung
6182	Browser
5047	Brucellose
8452	Brückenbauwerk  [V4.3]
5049	Brunei Darussalam
4341	Brutreaktor
2761	Bruttoinlandsprodukt
2778	Bruttoregionalprodukt
2769	Bruttosozialprodukt
5539	BSP-bezogene Einnahmequelle
54	Buchführung
60	Buchhalter
1629	Buchhandlung
1392	Buchindustrie
4675	Buchprüfung
3898	Buchweizen
5030	Buddhismus
7339	Buddhist
6730	buddhistisches Recht
5972	Budgeting-System
4685	Büffelfleisch
8490	Bukarest — Ilfov  [V4.3]
5063	Bulgarien
4388	Bulle
5378	Bundesparlament
5623	Bundesstaat
1319	Bundessteuer
6196	Burgenland
3526	Bürger der Gemeinschaft
1211	Bürgerkrieg
523	Bürgerliches Recht
7200	bürgernahe Justiz
7223	bürgernahe Polizei
7347	Bürgerpflichten
5032	Burgund
1236	Burkina Faso
733	Büroangestellter
5646	Büroartikel
5071	Büroautomation
1720	Büromaschine
5072	Burundi
6148	BusinessEurope
3768	Butan
4860	Butter
5073	Butteroil
8529	Buzau  [V4.3]
8369	CAEU-Staaten  [V4.3]
8522	Calarasi  [V4.3]
5099	Camping
5331	Campingfahrzeug
8518	Caras-Severin  [V4.3]
5264	Caricom
5265	Caricom-Staaten
5270	Cashflow
5342	Cedefop
7185	CEFTA
8278	CEFTA-Staaten  [V4.3]
4587	CEMAC-Staaten
6094	Cenelec
5352	Centre (Frankreich)
8491	Centru (Rumänien)  [V4.3]
5248	CEPT
5365	CERN
6282	Ceuta
3388	Ceuta und Melilla
5381	Champagne-Ardennes
5380	Champagner
3902	Charta der Menschenrechte
5394	Charta der Vereinten Nationen
254	Charterung
5966	Chemie
6914	Chemieunfall
3808	chemische Grundstoffindustrie
1362	chemische Industrie
3810	chemische Verbindung
2528	chemische Verunreinigung
2557	chemische Waffe
1143	chemischer Alkohol
765	chemischer Dünger
3809	chemisches Element
2739	chemisches Erzeugnis
4062	chemisches Salz
2692	chemisches Verfahren
5965	Chile
5969	China
5487	Chirurg
5970	Chirurgie
5971	Chlor
6545	Christ
5987	Christentum
2253	christlich-demokratische Partei
5988	Chrom
6567	chronische Krankheit
5665	chronologische Entwicklung
2641	cif-Preis
193	CIV-Übereinkommen
8513	Cluj  [V4.3]
2392	Colombo-Plan
5086	Comecon
5087	Comecon-Staaten
25	Commonwealth
2157	Computer
5635	computergestützte Fertigung
5520	computergestützter Entwurf
3027	Computerkriminalität
3033	Computer-Piraterie
6779	Computervirus
113	Connacht
8530	Constanta  [V4.3]
3676	Contadora-Gruppe
158	Container
205	Cookinseln
5558	COSAC
5236	COST
247	Costa Rica
249	Côte d’Ivoire
8501	Covasna  [V4.3]
333	Curaçao
7991	Dalarna
8523	Dâmbovita  [V4.3]
336	Dänemark
2606	Darlehen
2810	Darstellende Künste
3774	das Vereinigte Königreich
6176	Datenautobahn
5920	Datenbankverwaltungssystem
4821	Datenbasis
773	Datenerfassung
6030	Datenerhebung
3028	Datenrecht
5181	Datensicherung
3024	Datenspeicherung
5334	Datenübermittlung
4502	Datenübertragung
4488	Datenverarbeitung
3023	Datenverarbeitung im privaten Bereich
1429	Datenverarbeitung in der Industrie
1431	Datenverarbeitung in der Medizin
1427	Datenverarbeitung in der Verwaltung
5613	Datenverarbeitungsanlage
